,title,description,release_date,genres,actors,duration,country,productions
144,Love Doll,"A mechanic with terminal cancer has a bizarre secret --- he's had a life-long love-affair with a sex doll. Now his son, a D-list TV actor, must help him find the doll a new home and say goodbye.",2022-08-25,['Comedy'],"['Hugo Medina', 'Rocío López', 'Octavio Solorio', ""Tina D'Marco"", 'Adam Tomei']",84,United States of America,[]
145,King of Terrors,"Connie, a park ranger, brings her niece into the woods near the site of several past tragedies and hate crimes, one of which involved her.  Her attempt at closure is interrupted by a sinister, deadly presence that is still lurking nearby.",2022-08-14,"['Horror', 'Thriller', 'Mystery']","['Rivers Duggan', 'Sophia Zalipsky', 'Diezel Ramos', 'Eleanor Bennett', 'Genevieve Tarrant']",115,United States of America,['Shady Dawn Pictures']
146,It Shall Not Be Named,"After experiencing ominous paranormal events, an estranged couple finds out that their new roommate is a witch with a sinister agenda.",2023-09-01,['Horror'],"['Audrey Lilyquist', 'Luke Meissner', 'Skylar Witte']",84,United States of America,[]
147,Beneath Us All,Julie is a foster child heading for her 18th birthday when she finds something buried with something unspeakable inside.,2023-09-21,['Horror'],"['Sean Whalen', 'Kaiti Wallen', 'Jeffrey C. Berry', 'Angelina Danielle Cama', 'Jimmie Chiappelli']",91,United States of America,[]
148,Alien Planet,"Kameen warrior, Brocheet, travels to Rockachie, to find a vial that will rejuvenate his home world with sustainable drinking water, but the dangerous planet and its inhabitants, the Lokkein, won't let it go without a fight.",2023-03-31,['Science Fiction'],"['Alexandra Bokova', 'Naiia Lajoie', 'Alan Maxson', 'Hunter C. Smith', 'Eric Prochnau']",82,United States of America,[]
149,Shingles the Movie,"A series of hilarious, weird, and gross tales that will bring you laughs and chills.  A group of friends share scary stories that all happened to them in an attempt to scare each other.  But how much of it is real?  How much will come back to haunt them?",2023-03-14,"['Horror', 'Comedy']","['Steve Rudzinski', 'Jessa Flux', 'Jenny Hoppes', 'Ian Sunny', 'Ben Dietels']",117,United States of America,['Silver Spotlight Films']
150,No Such Thing as Loyalty,"Two men loyalty is tested when a very ungrateful and needy female comes in between their friendship. Will she divide Darnell and James or will their loyalty to each other overcome the dangerous game she playing. With all being said, James didn't make it no easier either.",2021-10-21,"['Crime', 'Drama']","['Sahrena Engram', 'Robert Drummond', 'Karen Cross-Burke', 'Keleisha Brown', 'Derek Brown']",100,United States of America,[]
151,Moon Students,A group of friends and their troubled professor rise above a challenging semester and a raging pandemic to find their true voices.,2023-06-13,['Drama'],"['Sydney Carvill', 'Eddie Navarro', 'Nicholas Thurkettle', 'Nicholas Heard', 'B.A. Tobin']",109,United States of America,['Brazen Image']
152,Lift,Lift shines a spotlight on the invisible story of homelessness in America through the eyes of a group of young homeless and home-insecure ballet dancers in New York City and the mentor that inspires them.,2023-09-15,['Documentary'],"['Steven Melendez', 'Diana Byer', 'Victor Abreu', 'Yolanssie Cardona', 'Sharia Blockwood']",85,United States of America,"['Beaufort 9 Films', 'Vulcan Productions', 'JustFilms / Ford Foundation', 'Catapult Film Fund', 'Foothill Productions', 'Tiger Tales Media']"
153,Christmas Cheer,"Megan, the captain of the local high school cheer leading squad, has been volunteered to work at the local food bank by her father during her Christmas holiday break. Megan is quite distressed as she wanted to shop and hang out with her two best friends. Through her volunteering, Megan learns all about ""doing for others"" instead of ""getting what she wants"". She also gains a few more relationships along the way.",2021-12-18,"['Drama', 'Family']","['Kate Larson', 'Davey Moore', 'Coleman Christian', 'Jeff Clay', 'Izak Giese']",39,United States of America,"['Bravo Productions', 'Hendley Road Entertainment']"
154,The People in the Shadows,"Jayla, a military veteran, moves to a small town for a peaceful fresh start. But she soon realizes she has just moved into chaos.",2023-05-16,['Horror'],['Brittani Williams'],86,United States of America,['VINTAGE VINYL LABEL']
155,The Lion Roars No More,"After abandoning his religion to follow Jesus Christ, a teenaged Muslim faces the threat of an honor killing to restore his family's dignity, forcing him to flee. 8 years later as a social worker, the refugee returns to distribute aid.",2023-03-03,['Drama'],"['Kesesi Nathan', 'Beatrice Kamuyu Kariuki', 'Brian Furaha', 'Evance Kariuki', 'Joyce Maina']",119,United States of America,['Sword of the Spirit Publishing']
156,The Haunting of Hell Hole Mine,"Inside a long-abandoned mine lurks a dark being which haunts the descendants of the miners who trapped it. When Luke's niece is suddenly struck with a strange form of schizophrenia, he re-opens the mine in hopes of raising the money to get her better treatment. But in order to truly save her, he must face the family curse.",2023-05-18,"['Horror', 'Thriller', 'Mystery']","['Tom Sizemore', 'Tommy Lister Jr.', 'Sally Kirkland', 'Rudy Youngblood', 'Paul Collett']",107,United States of America,['Victory of the People Productions']
157,The Gilbert Diaries,".When a happy-go-lucky, but very naive, Gilbert embarks on his daily adventures, he comes across a variety of interesting encounters, opportunities, obstacles, and laughable moments alongside friends, family, and some adversaries",2023-02-03,['Comedy'],"['Artie Pasquale', 'Bobby Ciasulli', 'Ángel Salazar', 'Frank Modica', 'Paul Venier']",97,United States of America,['What On Earth Productions.']
158,Soul Virginity,"English feature film. a group of original six short movies, with a variety of style and presentation. featuring exciting artistic elements comprised of drama, horror, Sci-fi, mystery and crime.",2023-05-01,"['Crime', 'Drama', 'Fantasy']",['Yousef Ikhreis'],131,Turkey,[]
159,Redeeming Hope,"""REDEEMING HOPE"" follows the story of Denver McCabe, a homeless veteran suffering from PTSD and struggling with addictions. Longing for peace, his search leaves him empty and broken, until.... (This movie will be an absolutely FREE evangelistic resource for churches, ministries, and non-profit organizations to use in reaching people with the hope of Jesus Christ. Scenes have also been carefully portrayed, making this film a great tool to warn young people of the dangers and vices of sin.)",2023-05-23,"['Action', 'Family', 'War']","['Stacey Shiflett', 'Daniel Mayer (IX)', 'Joel McCracken']",54,United States of America,"['Remnant Ministries', 'The Gospel Film Project']"
160,Pipe Nation,"Hardwell is a fictional town near the border of two provinces at odds with each other. Meanwhile, the camp Ashley and Ty work at is called Kilometer 72. They have just crossed over into a province whose energy values don't align with their own and run into protests and antipathy. A single, debt-ridden mother takes a job as a pipe labourer at a remote camp near the town of Hardwell. As tensions grow between workers and neighbouring communities, Ashley is challenged to protect the industry and her only source of income. Forming an unlikely bond with a member of her crew, Ashley and Ty help one another navigate hostile working conditions and the complexities of an industry in transition. Pipe Nation is a fictional analysis of the historical, political and economic significance of pipelines. It works to illuminate the unique relationships between individual citizens and the webs of steel which lie below.",2023-04-21,['Drama'],"['Natallie Gamble', 'Mike Vickers', 'Gin Ford', 'Shane Connery Volk', 'Griffin Cork']",0,United States of America,[]
161,Not Promised Tomorrow,"A look at the lives of five New Yorkers dealing with a variety of life's challenges and conflicts. Little do they know that all will be over soon. If you knew that the end of the world was about to come, would you do anything differently?",2023-04-30,['Drama'],"['Michael Victor Allen', 'LaToya M.V.A. Braham', 'Sheldon J. Clarke', 'Anthony Goss', 'Kelly Karavites']",0,United States of America,[]
162,Keeping Secrets,"Determined to prove herself, a police officer must go undercover at a seedy lounge to catch a serial killer.",2023-09-22,['Thriller'],"['Bridgette Michelle Bentley', 'Jesse Dwight Bingham', 'Quincy Bonds', 'Scott Burkholder']",129,United States of America,[]
165,7x7,"Seven stories of survival through global pandemic, nuclear war, isolation, and great personal loss.",2023-02-05,['Drama'],[],0,United States of America,[]
166,The Hill,"The story of Rickey Hill, who overcomes his physical disability and repairs his relationship with his father in a quest to become a major league baseball (MLB) player.",2023-08-18,"['History', 'Drama']","['Dennis Quaid', 'Scott Glenn', 'Bonnie Bedelia', 'Joelle Carter', 'Colin Ford']",126,United States of America,"['RainMaker Films', 'Reserve Entertainment', 'Vitamin A Films', 'Rescue Dog Productions']"
167,The Vagabonds,"A middle-aged woman with a preference for younger partners, mainly men in their 20s, searches for a genuine human connection while faced with societal double standards, prejudice and toxic masculinity.",2022-05-25,['Drama'],"['Shirli Levi', 'Magnús Mariuson', 'Jonathan Elias Weiske', 'Lisa-Katrina Mayer', 'Kris Kwiat']",100,East Germany,[]
168,Target List,"After announcing a ground-breaking cancer cure, five members of the research team are targeted by an assassin hired by the big pharma. When two researchers escape the attack, they soon find themselves framed for the crime and on the killer's target list.",2023-07-13,"['Action', 'Adventure']","['Rachel Alig', 'Wendy Feign', 'Shannon Holdridge', 'Justin Ray']",100,United States of America,['Mad Wife Productions I']
169,Psychotic Breakdown Anthology,"As Dr. Williams is passing the torch to her successor, the psychiatrist discusses 4 of her patients' stories and the horrors in their lives.",2023-02-27,['Horror'],"['Rhonda Williams', 'Alexandria Allerheiligen', 'Brianne Braley', 'Dave Brock', 'Heather Carson']",105,United States of America,['Infinity Media Productions']
171,Here Comes the Sun,"The story of four disabled veterans who are estranged from their families, challenged by PTSD, suffering from depression - and who live together in an assisted living home.",2023-06-23,['Drama'],"['Terri J. Vaughn', 'David Rucker III', 'Christopher A. Martin', 'John Dixon', 'Stanley Drinks II']",101,United States of America,[]
172,Danksgiving,"A college student comes home for Thanksgiving and goes with his stoner cousins on a trip to the grocery store, which turns into a quest to retrieve stolen weed.",2023-05-30,['Comedy'],"['Brandon Jones', 'Chaz 2.0 Scott', 'Markice Moore', 'Tiffany M Jordan', 'Chynna Goodwin']",64,United States of America,"['Qii Films', '1st Dibz Entertainment', 'Liloz Films', 'Both Sides of the Camera', 'Compound Interest']"
173,The Black Book,"After his son is wrongly accused of kidnapping, a deacon who has just lost his wife takes matters into his own hands and fights a crooked police gang to clear him.",2023-09-22,"['Mystery', 'Thriller', 'Action']","['Richard Mofe-Damijo', 'Ade Laoye', 'Sam Dede', 'Alex Usifo Omiagbo', 'Shaffy Bello']",124,Nigeria,"['Anakle Films', 'Anakle Films']"
174,Spy Kids: Armageddon,"When the children of the world’s greatest secret agents unwittingly help a powerful game developer unleash a computer virus that gives him control of all technology, they must become spies themselves to save their parents and the world.",2023-09-22,"['Family', 'Comedy', 'Action', 'Adventure', 'Fantasy']","['Connor Esterson', 'Everly Carganilla', 'Zachary Levi', 'Gina Rodriguez', 'Billy Magnussen']",98,United States of America,"['Skydance', 'Spyglass Media Group', 'Double R Productions', 'Skydance Media']"
175,No One Will Save You,A young woman who's been alienated from her community finds herself in a face-off against a host of extraterrestrial beings who threaten her future while forcing her to deal with her past.,2023-09-22,"['Horror', 'Science Fiction', 'Thriller']","['Kaitlyn Dever', 'Elizabeth Kaluev', 'Zack Duhame', 'Lauren L. Murray', 'Geraldine Singer']",93,United States of America,"['20th Century Studios', 'Star Thrower Entertainment']"
176,Bottoms,Unpopular best friends PJ and Josie start a high school self-defense club to meet girls and lose their virginity. They soon find themselves in over their heads when the most popular students start beating each other up in the name of self-defense.,2023-08-25,['Comedy'],"['Rachel Sennott', 'Ayo Edebiri', 'Ruby Cruz', 'Havana Rose Liu', 'Kaia Gerber']",92,United States of America,"['Brownstone Productions', 'Orion Pictures', 'Metro-Goldwyn-Mayer']"
177,Thomas A Peeper,"In a five-day period, Modesty Divine's life becomes entangled in disastrous ways with her new eccentric gardener Thomas, which includes the apparent accidental death (or murder) of her soon-to be ex-husband, Ash.",2023-03-14,['Comedy'],"['Aleta Doroudian', 'Santiago Craig', 'Bill Briles', 'Ruth Trushin', 'Greg Attaway']",82,United States of America,['Char-Leta Productions']
178,Casting Kill,"An identity fraudster posing as a casting director for a major Hollywood production, preys on actors desperate to win their big break.",2023-01-17,"['Drama', 'Horror', 'Thriller']","['Rob Laird', 'Rachel Chima', 'Jack Forsyth-Noble', 'Andrew Elias', 'Gareth Tidball']",80,United Kingdom,['Raya Films']
179,The Last Video Store,"After a Gold Coast video rental store is robbed, Gary the store owner installs security cameras store wide. Unbeknown to the staff, Gary uses the cameras to capture an emerging love story unfold between two of his young employees Andrew and Stacy. Stacy's ex-boyfriend Damian a twisted criminal with a terrifying secret, returns to the store to make trouble for the young lovers. This conflict culminates in a dramatic showdown amidst the Comedy, Drama and Horror sections. The Last Video Store examines the themes of, movie nostalgia, unrequited love, bravery and the human cost of late returns.",2023-02-11,"['Comedy', 'Romance', 'Crime', 'Drama']","['Jordan Abbey-Young', 'Stuart Lumsden', 'Jayden Latcham', 'Danni Clowes']",94,United States of America,['Last Video Productions PTY LTD']
180,American Terror Tales 2,"From the hottest directors in Horror comes three tales of terror featuring Killer Dolls, Demonic Possession, and Witchcraft at a prestigious Dance Academy!",2023-01-01,['Horror'],"['Julie Anne Prescott', 'Courtney Costa', 'Scott Graver']",73,United States of America,['SCS Entertainment']
181,Snow Babes,"Two ladies become unlikely friends after ending up in the same cozy cabin during a snowstorm. Pillow fights, massages, and a peeping tom all come into play in this wild fun time.",2023-05-05,['Comedy'],"['Marie DeLorenzo', 'Tim Hatch', 'Jamie Morgan', 'Mark Polonia']",71,United States of America,['New Dynamic']
182,Hustle 3,"Follows West and Goose, as they start to make their moves in the food chain of Baltimore crime scene, trying to take over the city by any means necessary and quietly.",2023-01-24,['Crime'],"['Antonio Jefferson', 'George McGill', 'William L. Johnson', 'Frank Cisco Anderson', 'Sabree Anderson']",0,United States of America,['Love Star Entertainment']
183,Kountry Wayne: A Woman's Prayer,"Comedian Kountry Wayne delivers a rousing stand-up set about life as a dad of 10, how to know if a woman likes you and why he keeps it real with Jesus.",2023-09-19,['Comedy'],['Kountry Wayne'],61,United States of America,['Rotten Science']
184,The Breach,"John Hawkins  is set to retire from his post as police chief of the small town of Lone Crow, that is tucked away in the deep woods of northern Ontario. But following the discovery of a gruesome body with uncanny injuries, he’s pulled into an investigation to solve the horrifying mystery, which evades explanation.",2022-07-25,['Horror'],"['Allan Hawco', 'Emily Alatalo', 'Wesley French', 'Natalie Brown', 'Adam Kenneth Wilson']",93,Canada,[]
185,Piercing Wounds,"V, an elite military assassin escapes a life of killing and is taken in by a family suffering from much loss. When a life of love looks possible for them all, V's past suddenly puts them all in danger.",2023-04-17,"['Action', 'Drama', 'Romance']","['Andrew Jacob Brown', 'Cesar Caolo', 'Natalie Polisson', 'Christopher Shane Lowry']",100,United States of America,['Confound Productions']
186,Killer Kites,"When Abby’s grandma dies, the only thing she inherits is a stupid kite. After giving it to her brother, he is mysteriously killed and the kite disappears. While searching for the truth, Abby is tangled in a strange supernatural plot, where this killer kite continues to kill. Now, Abby must string together a way to stop the kite before it blows us all away. Kites may not be the scariest monster ever, but they’re up there.",2023-05-26,"['Horror', 'Comedy']","['Manon Pages', 'Austin Naulty', 'Carter Simoneaux']",72,United States of America,[]
187,Everything Will Be Fine In The End,"George, and her best friends Kai and Renka, confront their aimless existence through a single act of violence when they murder a woman during a break-in.",2023-05-23,"['Drama', 'Comedy']","['elsa kennedy', 'Kent Harper', 'Steven Michael Martin', 'Cheska Zaide', 'Holly Rockwell']",96,United States of America,['Small Factory Films']
188,Don’t Let Me Stay,"When a group of college friends get invited to a mysterious house for the weekend by a friend, they plan to reconnect and reconcile, but they’ll start to realize that the house they’re staying at isn’t an ordinary house and had plans of its own…",2023-03-30,['Thriller'],"['Christopher Avant', 'Jacki Bainter', 'Isabella Cooper', 'Keenan Dailey', 'Devin Durbin']",90,United States of America,[]
189,Bless Me Father,A man confesses his sins and unveils the ugly truth of his life; he is killing for the same mobster that killed his father. Will Vinny Dapello follow his father's footsteps in the organized crime family? Or sacrifice his soul to save his life?,2023-05-16,"['Action', 'Crime', 'Drama']","['Gianni McLaughlin', 'Milly-May McLaughlin', 'Paris Branda', 'Giacomo Vanacore', 'Lorenzo Landi']",91,United States of America,['Paper Cinema LLC']
190,22-The Unforgotten Soldier,,2023-04-03,"['Drama', 'War']","['Sam Medina', 'Charles R. Rooney', 'Carla Seneca', 'Susan Gallagher', 'Escalante Lundy']",109,United States of America,['Overlook Entertainment']
191,Creation of the Gods I: Kingdom of Storms,"Based on the most well-known classical fantasy novel of China, Fengshenyanyi, the trilogy is a magnificent eastern high fantasy epic that recreates the prolonged mythical wars between humans, immortals and monsters, which happened more than three thousand years ago.",2023-07-20,"['Action', 'Fantasy', 'War']","['Kris Phillips', 'Li Xuejian', 'Huang Bo', 'Yosh Yu', 'Luke Chen']",148,China,"['Beijing Jingxi Culture and Tourism', 'Century Changshengtian Film', 'Tencent Penguin Pictures', 'Maoyan Entertainment', 'Huaxia Film Distribution', '北京京西文化旅游股份有限公司', 'Huaxia Film Distribution Company']"
192,What Ya Life Like?,"Shotgun Suge (played by himself) is an ex-drug dealer who turns his life around to pursue his promising career as an entertainer. But he had a past before his success. He grew up with Pop (Ali Rawls), who recently came home from prison. He wants revenge for the death of his brother Zay (played by 280 Zay). Pop is eager for revenge and stops at nothing for the answer to who murdered his brother. Pop learns the killer is a childhood friend from the neighborhood, Suge. This creates a war; a violent business that will test loyalty and respect as it gets dangerous beyond control.",2023-05-11,"['Action', 'Crime', 'Documentary', 'Music']","['Jimmie Newsome', 'Trendy Topic Tiff', 'Ali Rawls', 'Taylor Binyard', 'Colin Williams Jr.']",48,United States of America,['Team 80 Media Productions']
193,South Beach Shark Club,"In the early 1970s on the shores of sleepy Miami Beach, a group of teenage outcasts are ushered into adulthood by the enigmatic Rene De Dios, the self-proclaimed ""greatest shark fisherman in the world.""",2022-03-06,['Documentary'],[],104,United States of America,[]
194,Grumpy Old Santa,"Nic (Glenn Morshower), a devoted father, husband, and friend with a passion for fishing and bowling, had the perfect life until his wife left after they became empty nesters, leaving him heartbroken. However, his world takes a hilarious turn when he secretly starts dating his best friend's (Kevin Farley as Pastor Kris) sister, leading to uproarious complications.  This heartwarming comedy-drama follows Nic as he navigates the aftermath of his wife's departure, discovering the transformative power of love, friendship, and laughter in unexpected places, all while cherishing his favorite pastimes of fishing and bowling.  Actor/Comedian Gary Valentine plays the role of Spike, Nic's high school rival.",2023-09-12,"['Comedy', 'Drama', 'Family', 'Romance']","['Glenn Morshower', 'Kevin Farley', 'Gary Valentine', 'Micah Lyons', 'Dodie Brown']",83,United States of America,['Ichthys Films']
195,Double Kill,A serial killer known as DGK (The Doppelgänger Killer) makes a fatal mistake when he kidnaps the wife of one of the most decorated FBI Agents in U.S. history.,2023-08-08,"['Thriller', 'Crime']","['Bassey Ekpenyong', 'LaToya Ward', 'Keith Berry II', 'Lauren Lakis', 'Tom Vera']",125,United States of America,['ElmoreVision Entertainment']
196,Cerebrum,"After waking up from a year-long coma, an insecure young man must fight his controlling father in order to discover what really happened to his seemingly absent mother, as the true consequences of his past actions unravel before him. Richard is stuck in a limbo of denial and lost in the past, thinking that he can essentially reverse it and bring back the dead – with deadly consequences.",2022-08-27,['Horror'],"['Tobi King Bakare', 'Steve Oram', 'Ramona Von Pusch', 'Stephanie Lodge']",96,"United Kingdom, ",['Nebel Productions']
197,A New Breed of Criminal,Inspired by Stephen Sayers' rise from the backstreets of Newcastle's West End to the top of the criminal ladder and the authorities subsequent attempt to bring him crashing back down again.,2023-09-11,"['Crime', 'Drama']","['Eddie Webber', 'Nicholas Ball', 'Michael McKell', 'Lesley Saint-John', 'Christopher Connel']",87,United Kingdom,['Media Arts']
198,The Red Shoes: Next Step,"Sam is a gifted young dancer whose world spirals after an unexpected, life-changing event. ​Sam walks away from dancing and ballet, ​but the art form is in her blood, and she can’t resist the temptation to return. ​Life eventually leads Sam back to her old dance school – but not as a dancer. An​ old rival, a long-time crush, and her former dance teacher guide Sam back to​ what she loves most, but ultimately, it’s her own emotions and fears that she must confront to reignite her deep passion for dance.",2023-04-06,['Drama'],"['Juliet Doherty', 'Lauren Esposito', 'Joel Burke', 'Carolyn Bock', 'Primrose Kern']",111,Australia,"['Uncharted Studios', 'One Tree Productions']"
199,Cassandro,"Saúl Armendáriz, a gay amateur wrestler from El Paso, rises to international stardom after he creates the character Cassandro, the “Liberace of Lucha Libre.” In the process, he upends not just the macho wrestling world but also his own life.",2023-09-14,['Drama'],"['Gael García Bernal', 'Roberta Colindrez', 'Mark Vasconcellos', 'Andrea Pazmino', 'Yavor Vesselinov']",99,"Mexico, ","['Amazon Studios', 'Double Hope Films', 'Motto Pictures', 'Escape Artists', 'Grand Illusion Films', 'La Corriente del Golfo', 'Panorama Global']"
200,Amityville Christmas Vacation,Wally has won a vacation to sunny Amityville! While there he has met a woman: a GHOST woman! Can the spirit of Christmas bring these two opposites together?,2022-09-19,"['Comedy', 'Romance', 'Horror']","['Steve Rudzinski', 'Aleen Isley', 'Marci Leigh', 'Autumn Ivy', 'Garrett Hunter']",50,United States of America,['Silver Spotlight Films']
201,The Saint of Second Chances,A baseball dynasty built on fun — and a disco disaster that nearly undid it all. Explore the comeback of a lifetime in this documentary about Mike Veeck.,2023-06-11,['Documentary'],"['Bill Veeck', 'Jeff Daniels', 'Charlie Day', 'Mike Veeck', 'Darryl Strawberry']",93,United States of America,['Tremolo Productions']
202,Satanic Hispanics,"When police raid a house in El Paso, they find it full of dead Latinos, and only one survivor. He’s known as The Traveler, and when they take him to the station for questioning, he tells them those lands are full of magic and talks about the horrors he’s encountered in his long time on this earth, about portals to other worlds, mythical creatures, demons and the undead. Stories about Latin American legends.",2023-09-14,"['Horror', 'Thriller', 'Comedy']","['Greg Grunberg', 'Patricia Velásquez', 'Efren Ramirez', 'Hemky Madera', 'Morgana Ignis']",113,                ,['Epic Pictures Group']
203,Golda,"Set during the tense 19 days of the Yom Kippur War in 1973, Israeli Prime Minister Golda Meir is faced with the potential of Israel’s complete destruction. She must navigate overwhelming odds, a skeptical cabinet and a complex relationship with US Secretary of State Henry Kissinger, with millions of lives in the balance. Her tough leadership and compassion would ultimately decide the fate of her nation and leave her with a controversial legacy around the world.",2023-03-30,"['History', 'Drama', 'War', 'Thriller']","['Helen Mirren', 'Liev Schreiber', 'Camille Cottin', 'Lior Ashkenazi', 'Ellie Piercy']",100,"United Kingdom, ","['ShivHans Pictures', 'Qwerty Films', 'Maven Screen Media', 'Bleecker Street', 'New Native Pictures', 'Embankment Films', 'Big Hat Stories', 'Big Enterance', 'Hianlo Films', 'Maven Pictures']"
204,The Haunting at Saint Joseph's,"An engaged Muslim doctor, her fiancé, and their friends go on a holiday at St. Joseph’s Guesthouse, unaware that it was the site of a sacrifice of an innocent centuries before. They soon come to believe that it's haunted and causing them to go crazy, as their emotions spiral out of control.",2023-02-26,"['Horror', 'Thriller']","['Tim Spriggs', 'Melissa Brattoni', 'Brandon Krum', 'Tal Hymans', 'Alex Snow']",100,Australia,[]
205,The Artist and the Wall of Death,"Two men from rural Ireland, who served as inspiration for the movie ‘Eat the Peach’, are tempted back to the Wall of Death by a charismatic Glasgow artist with something to prove. ‘The Artist & The Wall of Death’ is a story of second chances, of art vanquishing death, of embracing failure and of unfinished business.",2022-07-09,['Documentary'],[],86,United Kingdom,['John Kelleher Media']
206,One Night Stand Murder,"Alyssa wakes up in a home that's not hers and discovers a dead body. With no memory of how she got there, and no idea of who he is, Alyssa tries to piece together what exactly happened the night before.",2023-09-17,"['Drama', 'Mystery']","['Casey Waller', 'Alex Trumble', 'Alisha Ricardi', 'Patrick Quinn', 'Tavarus Weems']",85,United States of America,['Hybrid']
207,How She Caught A Killer,"Inspired by a true story, rookie detective Linda Murphy (Sarah Drew) is fresh out of the police academy when she hears her boss, detective David Goodman (Eric Keenleyside) talking about a serial killer in the area who seems to be targeting sex workers. Teaming up with FBI agent Neil Carter (Jamall Johnson), Linda fights to go undercover to help solve the murders and, if all goes accordingly, capture a serial killer.",2023-09-16,"['Drama', 'Thriller', 'TV Movie', 'Mystery']","['Sarah Drew', 'Graeme Duffy', 'Benita Ha', 'Delilah Hamlin', 'Jamall Johnson']",90,United States of America,"['Suspense Productions', 'Tiny Riot Entertainment']"
208,American Outlaws,"Three siblings, facing the possibility of prison, take matters into their own hands with a cross-country crime spree of epic proportions.",2023-02-17,"['Action', 'Crime', 'Drama', 'Thriller']","['Emory Cohen', 'India Eisley', 'Sam Strike', 'Tess Harper', 'Cory Hardrict']",99,United States of America,"['Big Cat Productions', 'Charlie Baby Productions']"
209,A Bridesmaid in Love,"Professional bridesmaid Cate James is excited to help her best friend with her wedding day and meets Maxine's handsome brother Matt, who's in town for his sister's wedding. Will sparks fly between Cate and Matt?",2022-01-10,"['TV Movie', 'Romance', 'Comedy']","['Tori Anderson', 'Sean Poague', 'Anne Marie DeLuise', 'Princess Davis', 'Eva Tavares']",85,Canada,"['CMW Autumn Productions', 'Reel One Entertainment']"
210,The Stratum,"In the year 2057, a greedy CEO takes control of the Earth, and it's up to his rebellious daughter and a cyberpunk hacker to save mankind.",2023-03-07,"['Science Fiction', 'Action', 'Thriller']","['Crash Buist', 'Laurent Sénéchal', 'Jonathan Medina', 'Ramin Karimloo', 'Wayne T. Carr']",98,United States of America,[]
211,Natty Knocks,"On Halloween Eve, Britt and the kids she is babysitting have to survive the horror of serial killer Abner Honeywell, who is himself the traumatized son of B-movie horror legend ""Natty Knocks"".",2023-07-21,"['Horror', 'Thriller']","['Bill Moseley', 'Danielle Harris', 'Robert Englund', 'Charlotte Fountain-Jardim', 'Thomas Robie']",90,United States of America,[]
212,Crescent Gang,"When five kids learn they are leaving the only home they've known the new kid forms a hopeless plan. With their friendship hanging in the balance, a group of kids embarks on a high-stakes scavenger hunt in Las Vegas. The kids endure a quirky adventure until the story comes full circle.",2023-04-02,"['Family', 'Drama', 'Adventure']","['Mariah Tavares', 'Valeria Camero', 'Kira Marie', ""Mia Denae' Brathwaite"", 'Olivia Kaiser']",82,United States of America,['360 Films']
213,Camp Hideout,"Noah is a troubled teen who nearly gets caught stealing a top-secret gadget from some big city thugs. After barely escaping, he decides to hide out at a summer camp that's run by the eccentric Falco and counselors Jake and Selena. As Noah tries to blend in with the rest of the rowdy campers, his crooked partners show up to steal the classified item, now in his possession.",2023-09-15,"['Family', 'Comedy']","['Corbin Bleu', 'Ethan Drew', 'Amanda Leighton', 'Christopher Lloyd', 'Tyler Kowalski']",100,United States of America,['Called Higher Studios']
214,Jeanne du Barry,"The life of Jeanne Bécu, who was born as the illegitimate daughter of an impoverished seamstress in 1743 and went on to rise through the Court of Louis XV to become his last official mistress.",2023-05-16,"['Drama', 'History', 'Romance']","['Stanislas Stanic', 'Maïwenn', 'Johnny Depp', 'Benjamin Lavernhe', 'Pierre Richard']",116,"France, ","['Why Not Productions', 'La Petite Reine', 'Red Sea Fund', 'France 2 Cinéma', 'Les Films de Batna', 'France 3 Cinéma', 'Les Films du Fleuve', 'Impala Productions', 'IN.2 FILM']"
215,Murder Syndicate,"When the matriarch of a family of assassins falls ill, her three children and younger boyfriend fight among themselves to take over her empire.",2023-06-13,"['Crime', 'Thriller']","['Diane Robin', 'Jessica Morris', 'Mark Justice', 'Timothy Haug', 'Steven Martini']",99,United States of America,['Italian Cowboy Productions']
216,Rudy! A Documusical,"The definitive Rudy Giuliani documentary, charting his fall from the cover of Time Magazine to the parking lot of Four Seasons Total Landscaping.",2022-06-09,['Documentary'],[],99,United States of America,[]
217,Rachel's Farm,"Award-winning film director and actress Rachel Ward is the last person you’d expect to join a farming revolution. Following the birth of her first grandchild, Rachel is confronted head-on by the impact of our climate crisis as Australia’s Black Summer fires descend on her farm. Besieged by drought and ecological despair, Rachel finds hope in the soil beneath her feet and embarks on a journey of discovery to regenerate the land on her farm, and herself.",2023-08-03,['Documentary'],['Rachel Ward'],91,Australia,"['WildBear Entertainment', 'Newtown Films']"
218,The Retirement Plan,"When Ashley and her young daughter Sarah get caught up in a criminal enterprise that puts their lives at risk, she turns to the only person who can help: her estranged father Matt, currently living the life of a retired beach bum in the Cayman Islands. Their reunion is fleeting as they are soon tracked down on the island by crime boss Donnie and his lieutenant Bobo. As Ashley, Sarah, and Matt become entangled in an increasingly dangerous web, Ashley quickly learns her father had a secret past that she knew nothing about and that there is more to her father than meets the eye.",2023-08-24,"['Comedy', 'Action']","['Nicolas Cage', 'Ashley Greene', 'Ron Perlman', 'Jackie Earle Haley', 'Ernie Hudson']",103,United States of America,"['Darius Films', 'Productivity Media', 'Falling Forward Films']"
